Jaar,Maand Lange Omschrijving,Dag,Team Naam,VHA Bekken Omschrijving,VHA Categorie Omschrijving,VHA Gewestelijke Waterloop Omschrijving,Provincie Omschrijving,Gemeente Naam,Locatie Type Naam,Sporen Waarnemingen Naam,Locatie ID,Locatie GPS Lengte,Locatie GPS Breedte,Project Naam,Project Begindatum,Project Einddatum,Registratie ID,Registratie Verwijderd Omschrijving,Maand,Maand In Jaar,Team Rol,Land_Regio,Provincie NIS Code,VHA Categorie Code,Vangst Aantal,species_name_hash
2020,NOVEMBER,2020-11-19,BRUGSE POL-GENTSE KAN,Bekken van de Gentse Kanalen,Onbevaarbaar cat. 2,KAPITALE DAM,Oost-Vlaanderen,Sint-Laureins,Waterloop,Muskusrat,107576,3.51811346147142,51.2870855651549,Regulier,2000-01-01,9999-12-31,458988,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-19,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 1,ZWINNEVAART - EYNSBROEKVAART,West-Vlaanderen,Damme,Waterloop,Bruine rat,107588,3.304417497928,51.2961232689693,Regulier,2000-01-01,9999-12-31,459008,Niet van toepassing,,,,,,,,054232c5d688176e9ad15ab163b35dba
2020,NOVEMBER,2020-11-19,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 1,ZWINNEVAART - EYNSBROEKVAART,West-Vlaanderen,Damme,Waterloop,Muskusrat,107588,3.304417497928,51.2961232689693,Regulier,2000-01-01,9999-12-31,459008,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-19,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 1,ZWINNEVAART - EYNSBROEKVAART,West-Vlaanderen,Damme,Waterloop,Woelrat,107588,3.304417497928,51.2961232689693,Regulier,2000-01-01,9999-12-31,459008,Niet van toepassing,,,,,,,,addbd4e5306e05e975e39c2b602c72bb
2020,NOVEMBER,2020-11-19,LEIE & BOVENSCHELDE,Bovenscheldebekken,Bevaarbaar,MOERGRACHT,Oost-Vlaanderen,Gavere,Waterloop,Woelrat,107599,3.66451883179062,50.9520595343149,Regulier,2000-01-01,9999-12-31,459037,Niet van toepassing,,,,,,,,addbd4e5306e05e975e39c2b602c72bb
2020,NOVEMBER,2020-11-20,IJZER,IJzerbekken,Bevaarbaar,IJZER - HAVEN VAN NIEUWPOORT,West-Vlaanderen,Alveringem,Natuurgebied,Muskusrat,107662,2.65556075606113,50.9439463544754,Regulier,2000-01-01,9999-12-31,459129,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-20,LEIE & BOVENSCHELDE,Bovenscheldebekken,Bevaarbaar,BOVENSCHELDE,Onbekend,Onbekend,Waterloop,Bever,107678,3.36140723445459,50.7118449039367,Regulier,2000-01-01,9999-12-31,459161,Niet van toepassing,,,,,,,,6a4fc653980091b524d1feb01041056a
2020,NOVEMBER,2020-11-20,IJZER,IJzerbekken,Polder of wateringgracht,,West-Vlaanderen,De Panne,Waterloop,Muskusrat,107689,2.5580083054607,51.0726152813503,Regulier,2000-01-01,9999-12-31,459179,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-20,LEIE & BOVENSCHELDE,Leiebekken,Bevaarbaar,LEIE - GRENSLEIE,West-Vlaanderen,Harelbeke,Waterloop,Grote waternavel,107690,3.30414843882016,50.8530033701958,Regulier,2000-01-01,9999-12-31,459184,Verwijderd,,,,,,,,42fb43aa49d90858f66666e7560b12a3
2020,NOVEMBER,2020-11-20,LEIE & BOVENSCHELDE,Bovenscheldebekken,Onbevaarbaar cat. 1,ZWARTE SPIERE,West-Vlaanderen,Spiere-Helkijn,Waterloop,Muskusrat,107705,3.34877252049878,50.7159574011539,Regulier,2000-01-01,9999-12-31,459236,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-20,LEIE & BOVENSCHELDE,Bovenscheldebekken,Onbevaarbaar cat. 1,ZWARTE SPIERE,West-Vlaanderen,Spiere-Helkijn,Waterloop,Muskusrat,107706,3.36203688305835,50.7178872506551,Regulier,2000-01-01,9999-12-31,459237,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-20,MAAS ANTWERPEN,Maasbekken,Onbevaarbaar cat. 2,SNEPPELBEEK - HENXBROEKSEBEEK -  HENXBROEKBEEK - HENGSBROEKSEBEEK,Antwerpen,Wuustwezel,Waterloop,Woelrat,107710,4.66164266536489,51.3869644969382,Regulier,2000-01-01,9999-12-31,459241,Niet van toepassing,,,,,,,,addbd4e5306e05e975e39c2b602c72bb
2020,NOVEMBER,2020-11-20,MAAS ANTWERPEN,Maasbekken,Onbevaarbaar cat. 2,SLUISKENSBEEK,Antwerpen,Wuustwezel,Waterloop,Woelrat,107713,4.65026490168361,51.4189899068469,Regulier,2000-01-01,9999-12-31,459244,Niet van toepassing,,,,,,,,addbd4e5306e05e975e39c2b602c72bb
2020,NOVEMBER,2020-11-20,IJZER,IJzerbekken,Onbevaarbaar cat. 2,RINGSLOOT,West-Vlaanderen,De Panne,Waterloop,Muskusrat,107714,2.58501211687994,51.0644310229678,Regulier,2000-01-01,9999-12-31,459245,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-20,IJZER,IJzerbekken,Onbevaarbaar cat. 2,RINGSLOOT,West-Vlaanderen,De Panne,Waterloop,Muskusrat,107715,2.56560314837714,51.0591070053939,Regulier,2000-01-01,9999-12-31,459246,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-20,NETE NOORD,Netebekken,Onbevaarbaar cat. 2,DE LAAK - HEIAARDEBEEK - ROOILAARDEBEEK - KOOLAARDSEBEEK,Antwerpen,Grobbendonk,Waterloop,Parelvederkruid,107731,4.71182026113988,51.177058997873,Regulier,2000-01-01,9999-12-31,459269,Verwijderd,,,,,,,,8f553b6ac2d3af6c2b9a92ff2b8f4209
2020,NOVEMBER,2020-11-19,LEIE & BOVENSCHELDE,Leiebekken,Onbevaarbaar cat. 2,SLIJPBEEK - KASTEELBEEK,West-Vlaanderen,Zwevegem,Waterloop,Muskusrat,107745,3.33953549501513,50.794730028941,Regulier,2000-01-01,9999-12-31,459314,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,LEIE & BOVENSCHELDE,Bovenscheldebekken,Bevaarbaar,BOVENSCHELDE,Oost-Vlaanderen,Wortegem-Petegem,Waterloop,Muskusrat,107765,3.57568188462744,50.8213083749299,Regulier,2000-01-01,9999-12-31,459351,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Polder of wateringgracht,,West-Vlaanderen,Damme,Waterloop,Muskusrat,107771,3.31234879045778,51.2825066988174,Regulier,2000-01-01,9999-12-31,459375,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,MAAS ANTWERPEN,Maasbekken,Onbevaarbaar cat. 2,KLEINE AA - WILDERTSE BEEK,Antwerpen,Essen,Waterloop,Woelrat,107785,4.48053386691416,51.4765435778525,Regulier,2000-01-01,9999-12-31,459400,Niet van toepassing,,,,,,,,addbd4e5306e05e975e39c2b602c72bb
2020,NOVEMBER,2020-11-23,BRUGSE POL-GENTSE KAN,Bekken van de Gentse Kanalen,Onbevaarbaar cat. 2,ZWARTESLUISBEEK - VLIETBEEK - STAAKSKENSBEEK - STOEPEBEEK - STOEPE WATERGANG,Oost-Vlaanderen,Assenede,Waterloop,Muskusrat,107793,3.7639050752762,51.2581388284647,Regulier,2000-01-01,9999-12-31,459409,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-20,MAAS LIMBURG,Maasbekken,Bevaarbaar,MAAS - GEMEENSCHAPPELIJKE MAAS NOORD - GEMEENSCHAPPELIJKE MAAS IN LIMBURG - GRENSMAAS,Limburg,Maaseik,Andere,Bever,107797,5.82240556612047,51.1037622677542,Regulier,2000-01-01,9999-12-31,459425,Niet van toepassing,,,,,,,,6a4fc653980091b524d1feb01041056a
2020,NOVEMBER,2020-11-23,LEIE & BOVENSCHELDE,Leiebekken,Onbevaarbaar cat. 1,GAVERBEEK,West-Vlaanderen,Deerlijk,Waterloop,Muskusrat,107821,3.35893457287159,50.8433143924662,Regulier,2000-01-01,9999-12-31,459510,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,LEIE & BOVENSCHELDE,Leiebekken,Onbevaarbaar cat. 1,GAVERBEEK,West-Vlaanderen,Deerlijk,Waterloop,Muskusrat,107822,3.36090666716734,50.8440297041255,Regulier,2000-01-01,9999-12-31,459511,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 2,VUILE VAART,West-Vlaanderen,Damme,Waterloop,Muskusrat,107826,3.31128479160577,51.2867435834851,Regulier,2000-01-01,9999-12-31,459515,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,IJZER,IJzerbekken,Bevaarbaar,BERGENVAART - KANAAL VAN VEURNE NAAR SINT-WINOXBERGEN (BELGISCH GEDEELTE),West-Vlaanderen,Veurne,Waterloop,Muskusrat,107834,2.58308595541632,51.0067430738654,Regulier,2000-01-01,9999-12-31,459523,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,BRUGSE POL-GENTSE KAN,Bekken van de Gentse Kanalen,Onbevaarbaar cat. 3,,Oost-Vlaanderen,Assenede,Waterloop,Muskusrat,107853,3.72359700343591,51.2690768774794,Regulier,2000-01-01,9999-12-31,459542,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 1,ISABELLAVAART - KLEINE GEULE,West-Vlaanderen,Knokke-Heist,Waterloop,Muskusrat,107856,3.22987521692366,51.3285672711472,Regulier,2000-01-01,9999-12-31,459545,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 1,ISABELLAVAART - KLEINE GEULE,West-Vlaanderen,Knokke-Heist,Waterloop,Muskusrat,107857,3.24745491876931,51.3262226850523,Regulier,2000-01-01,9999-12-31,459546,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 1,ISABELLAVAART - KLEINE GEULE,West-Vlaanderen,Knokke-Heist,Waterloop,Muskusrat,107858,3.25294925662573,51.3252964846967,Regulier,2000-01-01,9999-12-31,459547,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 1,ISABELLAVAART - KLEINE GEULE,West-Vlaanderen,Knokke-Heist,Waterloop,Muskusrat,107859,3.25294607150232,51.3252983287155,Regulier,2000-01-01,9999-12-31,459548,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 1,ISABELLAVAART - KLEINE GEULE,West-Vlaanderen,Knokke-Heist,Waterloop,Muskusrat,107860,3.23451426532949,51.3280363613687,Regulier,2000-01-01,9999-12-31,459550,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-23,LEIE & BOVENSCHELDE,Leiebekken,Bevaarbaar,LEIEMEANDER KUURNE RING,West-Vlaanderen,Harelbeke,Waterloop,Grote waternavel,107862,3.28736451490906,50.8434034082832,Regulier,2000-01-01,9999-12-31,459552,Waargenomen,,,,,,,,42fb43aa49d90858f66666e7560b12a3
2020,NOVEMBER,2020-11-23,LEIE & BOVENSCHELDE,Leiebekken,Onbevaarbaar cat. 1,GAVERBEEK,West-Vlaanderen,Waregem,Waterloop,Grote waternavel,107865,3.417805208582,50.9081284684317,Regulier,2000-01-01,9999-12-31,459555,Verwijderd,,,,,,,,42fb43aa49d90858f66666e7560b12a3
2020,NOVEMBER,2020-11-23,LEIE & BOVENSCHELDE,Leiebekken,Onbevaarbaar cat. 1,GAVERBEEK,West-Vlaanderen,Waregem,Waterloop,Grote waternavel,107866,3.43213759330735,50.8945551489028,Regulier,2000-01-01,9999-12-31,459556,Verwijderd,,,,,,,,42fb43aa49d90858f66666e7560b12a3
2020,NOVEMBER,2020-11-24,IJZER,IJzerbekken,Onbevaarbaar cat. 2,GROTE IJZERBEEK,West-Vlaanderen,Alveringem,Waterloop,Muskusrat,107908,2.74666986967145,51.023877528988,Regulier,2000-01-01,9999-12-31,459620,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,IJZER,IJzerbekken,Polder of wateringgracht,,West-Vlaanderen,Alveringem,Waterloop,Muskusrat,107912,2.74666064957742,51.0267245263889,Regulier,2000-01-01,9999-12-31,459625,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,SCHELDE-GENTSE KAN,Benedenscheldebekken,Bevaarbaar,BARBIERBEEK - JACHTBEEK,Oost-Vlaanderen,Kruibeke,Natuurgebied,Woelrat,107916,4.32011495948524,51.1629765615151,Regulier,2000-01-01,9999-12-31,459629,Niet van toepassing,,,,,,,,addbd4e5306e05e975e39c2b602c72bb
2020,NOVEMBER,2020-11-24,IJZER,IJzerbekken,Onbevaarbaar cat. 2,GROTE IJZERBEEK,West-Vlaanderen,Alveringem,Waterloop,Muskusrat,107920,2.75297524052712,51.0291681865852,Regulier,2000-01-01,9999-12-31,459667,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,IJZER,IJzerbekken,Polder of wateringgracht,,West-Vlaanderen,Alveringem,Waterloop,Muskusrat,107921,2.75973306654294,51.030606185979,Regulier,2000-01-01,9999-12-31,459668,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Polder of wateringgracht,,West-Vlaanderen,Knokke-Heist,Waterloop,Muskusrat,107958,3.31225206328941,51.3072115216977,Regulier,2000-01-01,9999-12-31,459714,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 1,ZWINNEVAART - EYNSBROEKVAART,West-Vlaanderen,Knokke-Heist,Waterloop,Muskusrat,107959,3.32465476615158,51.3181908096785,Regulier,2000-01-01,9999-12-31,459715,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 1,ZWINNEVAART - EYNSBROEKVAART,West-Vlaanderen,Knokke-Heist,Waterloop,Muskusrat,107960,3.30928034316184,51.3031932370778,Regulier,2000-01-01,9999-12-31,459717,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,IJZER,IJzerbekken,Onbevaarbaar cat. 2,LANGELEED,West-Vlaanderen,De Panne,Natuurgebied,Muskusrat,107967,2.56433932494159,51.0759962060151,Regulier,2000-01-01,9999-12-31,459724,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,IJZER,IJzerbekken,Onbevaarbaar cat. 2,OOSTKERKEVAART - MOLENVAART - LEERZEVAART  - KLAREWALBEEK - LEERZEVAART,West-Vlaanderen,Alveringem,Waterloop,Muskusrat,107971,2.7569799464631,51.0344843251696,Regulier,2000-01-01,9999-12-31,459728,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,IJZER,IJzerbekken,Polder of wateringgracht,,West-Vlaanderen,Alveringem,Waterloop,Muskusrat,107972,2.75428281749981,51.0333403629566,Regulier,2000-01-01,9999-12-31,459729,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,IJZER,IJzerbekken,Onbevaarbaar cat. 2,LANGELEED,West-Vlaanderen,De Panne,Natuurgebied,Muskusrat,107980,2.56031031148495,51.0724345675072,Regulier,2000-01-01,9999-12-31,459737,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,LEIE & BOVENSCHELDE,Leiebekken,Onbevaarbaar cat. 1,GAVERBEEK,West-Vlaanderen,Waregem,Waterloop,Grote waternavel,107981,3.43824816872169,50.8879423298205,Regulier,2000-01-01,9999-12-31,459738,Verwijderd,,,,,,,,42fb43aa49d90858f66666e7560b12a3
2020,NOVEMBER,2020-11-24,LEIE & BOVENSCHELDE,Leiebekken,Onbevaarbaar cat. 1,GAVERBEEK,West-Vlaanderen,Waregem,Waterloop,Grote waternavel,107982,3.4270697267097,50.8733695520979,Regulier,2000-01-01,9999-12-31,459742,Verwijderd,,,,,,,,42fb43aa49d90858f66666e7560b12a3
2020,NOVEMBER,2020-11-24,LEIE & BOVENSCHELDE,Leiebekken,Onbevaarbaar cat. 1,GAVERBEEK,Oost-Vlaanderen,Zulte,Waterloop,Grote waternavel,107983,3.41978317021031,50.9106812610138,Regulier,2000-01-01,9999-12-31,459744,Verwijderd,,,,,,,,42fb43aa49d90858f66666e7560b12a3
2020,NOVEMBER,2020-11-24,LEIE & BOVENSCHELDE,Leiebekken,Onbevaarbaar cat. 2,MANNEBEEK,West-Vlaanderen,Waregem,Waterloop,Grote waternavel,107984,3.4169031481089,50.8665621052123,Regulier,2000-01-01,9999-12-31,459747,Verwijderd,,,,,,,,42fb43aa49d90858f66666e7560b12a3
2020,NOVEMBER,2020-11-24,SCHELDE-GENTSE KAN,Benedenscheldebekken,Onbevaarbaar cat. 2,,Oost-Vlaanderen,Kruibeke,Natuurgebied,Bever,107993,4.32113771937119,51.1776831144203,Regulier,2000-01-01,9999-12-31,459762,Niet van toepassing,,,,,,,,6a4fc653980091b524d1feb01041056a
2020,NOVEMBER,2020-11-24,IJZER,IJzerbekken,Polder of wateringgracht,,West-Vlaanderen,Alveringem,Waterloop,Muskusrat,108019,2.66637793802488,50.9438766170369,Regulier,2000-01-01,9999-12-31,459788,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,IJZER,IJzerbekken,Polder of wateringgracht,,West-Vlaanderen,Alveringem,Waterloop,Muskusrat,108025,2.74014422238733,51.0330744889721,Regulier,2000-01-01,9999-12-31,459794,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-24,LEIE & BOVENSCHELDE,Bovenscheldebekken,Bevaarbaar,BOVENSCHELDE,Oost-Vlaanderen,De Pinte,Waterloop,Bever,108050,3.69209261265948,50.9660415554667,Regulier,2000-01-01,9999-12-31,459819,Niet van toepassing,,,,,,,,6a4fc653980091b524d1feb01041056a
2020,NOVEMBER,2020-11-24,LEIE & BOVENSCHELDE,Bovenscheldebekken,Bevaarbaar,BOVENSCHELDE,Oost-Vlaanderen,Merelbeke,Waterloop,Bever,108053,3.70035063179438,50.9700278212147,Regulier,2000-01-01,9999-12-31,459822,Niet van toepassing,,,,,,,,6a4fc653980091b524d1feb01041056a
2020,NOVEMBER,2020-11-24,LEIE & BOVENSCHELDE,Bovenscheldebekken,Bevaarbaar,BOVENSCHELDE,Oost-Vlaanderen,Merelbeke,Waterloop,Reuzenberenklauw,108053,3.70035063179438,50.9700278212147,Regulier,2000-01-01,9999-12-31,459822,Waargenomen,,,,,,,,9f0cdca8dac7fd79ab603b7469e8d884
2020,NOVEMBER,2020-11-25,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 2,VUILE VAART,West-Vlaanderen,Damme,Waterloop,Muskusrat,108074,3.31104104584699,51.2913356932304,Regulier,2000-01-01,9999-12-31,459855,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-25,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 2,VUILE VAART,West-Vlaanderen,Damme,Waterloop,Muskusrat,108075,3.31099963924288,51.290791540044,Regulier,2000-01-01,9999-12-31,459856,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-25,IJZER,IJzerbekken,Onbevaarbaar cat. 2,LANGELEED,West-Vlaanderen,De Panne,Natuurgebied,Muskusrat,108087,2.56145192676496,51.0720543643567,Regulier,2000-01-01,9999-12-31,459879,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-25,SCHELDE-GENTSE KAN,Benedenscheldebekken,Onbevaarbaar cat. 2,,Oost-Vlaanderen,Kruibeke,Natuurgebied,Woelrat,108093,4.31715463874664,51.1719391634726,Regulier,2000-01-01,9999-12-31,459885,Niet van toepassing,,,,,,,,addbd4e5306e05e975e39c2b602c72bb
2020,NOVEMBER,2020-11-25,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Polder of wateringgracht,,West-Vlaanderen,Knokke-Heist,Waterloop,Muskusrat,108104,3.31448986393153,51.3066465813903,Regulier,2000-01-01,9999-12-31,459905,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-25,SCHELDE EN  DENDER,Denderbekken,Onbevaarbaar cat. 2,OUDE DENDER - PASBEEK - MONNINKHOFBOSBEEK,Oost-Vlaanderen,Aalst,Waterloop,Bever,108127,4.07030355231782,50.9832972129165,Regulier,2000-01-01,9999-12-31,459929,Niet van toepassing,,,,,,,,6a4fc653980091b524d1feb01041056a
2020,NOVEMBER,2020-11-25,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 2,VUILE VAART,West-Vlaanderen,Damme,Waterloop,Muskusrat,108128,3.30987361430368,51.2883731931968,Regulier,2000-01-01,9999-12-31,459931,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-25,BRUGSE POL-GENTSE KAN,Bekken van de Gentse Kanalen,Onbevaarbaar cat. 3,,Oost-Vlaanderen,Assenede,Waterloop,Muskusrat,108147,3.72839933132525,51.264354345313,Regulier,2000-01-01,9999-12-31,459958,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-25,LEIE & BOVENSCHELDE,Leiebekken,Bevaarbaar,LEIE - GRENSLEIE,Oost-Vlaanderen,Deinze,Waterloop,Bever,108151,3.60795372250399,51.0256125830479,Regulier,2000-01-01,9999-12-31,459962,Niet van toepassing,,,,,,,,6a4fc653980091b524d1feb01041056a
2020,NOVEMBER,2020-11-26,SCHELDE EN  DENDER,Benedenscheldebekken,Onbevaarbaar cat. 1,GROTE MOLENBEEK - LIPPELOSEBEEK - DE VLIET,Vlaams-Brabant,Londerzeel,Waterloop,Bever,108192,4.26210615111029,51.0357758088872,Regulier,2000-01-01,9999-12-31,460029,Niet van toepassing,,,,,,,,6a4fc653980091b524d1feb01041056a
2020,NOVEMBER,2020-11-26,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Onbevaarbaar cat. 1,ISABELLAVAART - KLEINE GEULE,West-Vlaanderen,Knokke-Heist,Waterloop,Muskusrat,107857,3.24745491876931,51.3262226850523,Regulier,2000-01-01,9999-12-31,460055,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-26,BRUGSE POL-GENTSE KAN,Bekken van de Gentse Kanalen,Onbevaarbaar cat. 1,ISABELLAWATERING,Oost-Vlaanderen,Assenede,Waterloop,Muskusrat,108208,3.68543251964047,51.2680960271118,Regulier,2000-01-01,9999-12-31,460061,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-26,NETE ZUID,Netebekken,Onbevaarbaar cat. 2,ASBEEK - ASDONKBEEK - HANSKENSELSLOOP,Antwerpen,Balen,Waterloop,Bever,108233,5.22446771558927,51.1384368621371,Regulier,2000-01-01,9999-12-31,460101,Niet van toepassing,,,,,,,,6a4fc653980091b524d1feb01041056a
2020,NOVEMBER,2020-11-26,IJZER,IJzerbekken,Bevaarbaar,IJZER - HAVEN VAN NIEUWPOORT,West-Vlaanderen,Diksmuide,Natuurgebied,Muskusrat,108237,2.85128507994324,51.0828951832888,Regulier,2000-01-01,9999-12-31,460106,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-26,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Bevaarbaar,LEOPOLDKANAAL,Oost-Vlaanderen,Sint-Laureins,Waterloop,Muskusrat,108241,3.5144217358185,51.2436351176283,Regulier,2000-01-01,9999-12-31,460115,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-26,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Bevaarbaar,LEOPOLDKANAAL,Oost-Vlaanderen,Sint-Laureins,Waterloop,Muskusrat,108242,3.525242941096,51.2449148666808,Regulier,2000-01-01,9999-12-31,460128,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-26,BRUGSE POL-GENTSE KAN,Bekken van de Brugse Polders,Bevaarbaar,LEOPOLDKANAAL,Oost-Vlaanderen,Sint-Laureins,Waterloop,Muskusrat,108243,3.54162855694463,51.249901764089,Regulier,2000-01-01,9999-12-31,460130,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-26,LEIE & BOVENSCHELDE,Leiebekken,Onbevaarbaar cat. 2,SLIJPBEEK - KASTEELBEEK,West-Vlaanderen,Zwevegem,Waterloop,Muskusrat,108249,3.33977722911698,50.7949685779195,Regulier,2000-01-01,9999-12-31,460140,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-26,IJZER,IJzerbekken,Bevaarbaar,IJZER - HAVEN VAN NIEUWPOORT,West-Vlaanderen,Diksmuide,Waterloop,Muskusrat,108262,2.84358797780203,51.0809676807206,Regulier,2000-01-01,9999-12-31,460188,Niet van toepassing,,,,,,,,a0568ec5b768085739532dab0f4f7528
2020,NOVEMBER,2020-11-26,DEMER,Demerbekken,Onbevaarbaar cat. 1,UITLAAT SCHULENSMEER,Limburg,Lummen,Waterloop,Waterteunisbloem,108263,5.12180582414899,50.9578737256154,Regulier,2000-01-01,9999-12-31,460189,Verwijderd,,,,,,,,97843e3a7e4547c376d68544ac3a985e
